cliente_id,idade,renda_familiar,regiao,escolaridade,tem_negocio_proprio,score_credito,data_cadastro,usa_orientacao_financeira,perfil
868,26,1568.11,Zona Sul,Fundamental,False,494,2024-06-04,True,C2
869,35,1607.12,Zona Leste,Médio,True,537,2024-12-24,True,C2
870,32,1443.15,Grande ABC,Técnico,False,538,2024-09-15,True,C2
871,30,2305.3,Zona Oeste,Fundamental,True,546,2024-04-10,False,C2
872,30,6186.97,Zona Norte,Médio,True,703,2024-05-31,True,A1
873,28,4315.92,Zona Norte,Superior,True,565,2024-01-08,True,B2
874,39,1797.67,Zona Leste,Fundamental,False,555,2024-07-27,False,C2
875,33,2948.11,Zona Norte,Superior,True,487,2024-07-28,True,B2
876,37,2216.59,Zona Leste,Médio,False,453,2024-01-09,False,C2
877,30,1256.43,Zona Oeste,Técnico,False,468,2024-06-18,True,C2
878,39,4037.26,Zona Norte,Médio,True,504,2024-05-12,True,B2
879,44,1593.08,Baixada,Médio,True,427,2024-08-30,False,C2
880,39,2231.21,Grande ABC,Fundamental,True,518,2024-01-05,True,C2
881,37,1068.14,Zona Oeste,Superior,False,581,2024-11-14,True,C2
882,26,4350.96,Grande ABC,Fundamental,True,586,2024-04-27,True,B2
883,43,2295.55,Zona Sul,Fundamental,False,501,2024-12-07,True,C2
884,28,4315.21,Zona Norte,Fundamental,False,550,2024-07-02,True,B2
885,37,2096.53,Zona Norte,Médio,False,405,2024-07-02,True,C2
886,46,994.53,Baixada,Fundamental,False,426,2024-02-28,False,C2
887,30,1042.56,Zona Leste,Médio,True,461,2024-05-29,True,C2
888,30,2944.99,Zona Norte,Médio,False,422,2024-07-10,True,B2
889,41,2061.28,Zona Leste,Superior,True,497,2024-08-04,True,C2
890,37,1631.86,Zona Sul,Fundamental,True,436,2024-12-12,True,C2
891,36,1290.82,Zona Norte,Médio,False,383,2024-12-26,True,C3
892,45,7238.33,Zona Oeste,Superior,True,687,2024-07-12,True,A1
893,31,3597.66,Zona Leste,Superior,False,524,2024-02-18,True,B2
894,44,3399.75,Zona Norte,Fundamental,False,481,2024-08-08,False,B2
895,29,1603.17,Zona Sul,Superior,True,588,2024-07-29,True,C2
896,32,3508.42,Zona Norte,Superior,True,605,2024-04-18,True,B2
897,33,3020.52,Grande ABC,Médio,False,524,2024-09-17,True,B2
898,39,2986.19,Zona Oeste,Médio,False,543,2024-05-17,True,B2
899,47,1448.19,Zona Leste,Médio,False,484,2024-07-02,False,C2
900,35,2114.45,Zona Sul,Fundamental,False,505,2024-11-06,True,C2
901,37,952.48,Zona Oeste,Médio,False,501,2024-09-09,True,C2
902,25,1564.3,Zona Sul,Superior,False,493,2024-08-16,True,C2
903,54,3205.22,Zona Norte,Médio,False,677,2024-01-13,False,B1
904,29,1770.95,Zona Leste,Médio,True,366,2024-01-17,True,C3
905,27,2132.8,Zona Norte,Fundamental,False,520,2024-10-14,False,C2
906,49,1978.38,Zona Leste,Médio,False,569,2024-05-21,False,C2
907,35,4582.61,Zona Leste,Fundamental,True,316,2024-08-25,False,B3
908,30,3532.45,Zona Norte,Médio,True,463,2024-12-19,True,B2
909,52,3256.74,Zona Leste,Médio,True,630,2024-10-04,True,B2
910,26,966.1,Zona Norte,Fundamental,False,607,2024-05-31,True,C2
911,46,3393.47,Zona Leste,Médio,False,487,2024-01-12,False,B2
912,29,1955.84,Zona Norte,Médio,False,473,2024-01-28,True,C2
913,42,2369.86,Zona Norte,Médio,False,505,2024-02-27,True,C2
914,53,2278.71,Baixada,Médio,True,547,2024-11-19,True,C2
915,37,1743.5,Zona Leste,Superior,True,431,2024-03-12,True,C2
916,26,1640.92,Zona Oeste,Médio,True,519,2024-06-12,True,C2
917,44,3099.87,Zona Oeste,Médio,True,410,2024-07-08,True,B2
918,37,2796.28,Zona Oeste,Fundamental,True,484,2024-10-30,True,B2
919,26,2910.79,Zona Sul,Fundamental,False,355,2024-12-23,True,B3
920,39,8000.0,Zona Leste,Médio,True,621,2024-05-24,True,A2
921,38,4311.48,Zona Oeste,Médio,True,515,2024-11-21,True,B2
922,52,2836.58,Zona Oeste,Fundamental,False,395,2024-11-17,False,B3
923,41,1032.86,Zona Sul,Médio,False,724,2024-08-22,True,C1
924,43,3507.66,Zona Oeste,Médio,True,523,2024-02-08,True,B2
925,31,1680.47,Grande ABC,Fundamental,False,507,2024-07-19,True,C2
926,35,1772.38,Zona Leste,Superior,False,575,2024-08-26,True,C2
927,33,3035.34,Zona Leste,Médio,True,490,2024-02-14,True,B2
928,32,1258.56,Zona Leste,Superior,False,397,2024-08-27,False,C3
929,32,8000.0,Zona Leste,Superior,True,427,2024-01-10,True,A2
930,29,4068.64,Zona Leste,Médio,False,376,2024-05-09,False,B3
931,37,1342.1,Zona Leste,Médio,True,576,2024-06-16,True,C2
932,35,3714.53,Zona Oeste,Superior,False,499,2024-08-20,True,B2
933,27,1518.87,Zona Oeste,Médio,True,419,2024-09-28,True,C2
934,42,2904.96,Zona Leste,Médio,True,561,2024-04-15,False,B2
935,31,1647.38,Zona Oeste,Fundamental,False,406,2024-02-17,False,C2
936,45,2345.06,Zona Oeste,Médio,False,600,2024-03-17,True,C2
937,36,2504.08,Zona Norte,Fundamental,False,512,2024-10-24,True,B2
938,46,1168.48,Zona Sul,Fundamental,False,521,2024-01-21,False,C2
939,30,2008.3,Zona Norte,Fundamental,True,644,2024-10-28,False,C2
940,44,1657.19,Zona Oeste,Médio,False,484,2024-12-25,True,C2
941,46,2220.75,Zona Norte,Médio,True,438,2024-04-02,False,C2
942,43,2735.21,Zona Oeste,Médio,False,543,2024-02-20,True,B2
943,43,1205.3,Zona Leste,Médio,True,441,2024-06-23,True,C2
944,41,2299.98,Zona Oeste,Técnico,True,510,2024-03-25,True,C2
945,27,1480.66,Zona Sul,Superior,True,477,2024-05-17,True,C2
946,43,3533.64,Zona Oeste,Médio,True,558,2024-03-18,True,B2
947,43,2099.66,Zona Leste,Fundamental,False,365,2024-07-27,True,C3
948,51,4445.41,Zona Sul,Médio,True,546,2024-03-12,True,B2
949,50,3718.09,Zona Oeste,Fundamental,True,484,2024-12-15,True,B2
950,54,2808.44,Zona Sul,Médio,False,504,2024-06-14,False,B2
951,40,3732.76,Zona Norte,Médio,False,454,2024-11-18,True,B2
952,35,6462.19,Zona Oeste,Fundamental,False,610,2024-11-28,True,A2
953,34,1443.44,Baixada,Superior,True,431,2024-01-27,False,C2
954,27,2063.65,Zona Oeste,Superior,True,384,2024-04-27,True,C3
955,27,3269.89,Baixada,Fundamental,True,456,2024-01-25,True,B2
956,34,4325.11,Zona Norte,Médio,False,578,2024-01-28,True,B2
957,45,5813.68,Zona Leste,Superior,False,615,2024-05-03,True,A2
958,36,1612.35,Grande ABC,Médio,True,627,2024-05-31,False,C2
959,42,2330.58,Zona Leste,Fundamental,False,526,2024-11-03,False,C2
960,42,1129.13,Zona Oeste,Médio,True,566,2024-03-23,False,C2
961,27,2232.47,Grande ABC,Médio,False,567,2024-10-29,True,C2
962,37,3871.74,Zona Sul,Médio,True,576,2024-06-07,False,B2
963,48,4264.05,Baixada,Médio,True,474,2024-10-08,True,B2
964,43,2813.95,Zona Oeste,Fundamental,False,478,2024-07-29,True,B2
965,32,3559.2,Grande ABC,Superior,True,594,2024-05-06,True,B2
966,35,2541.83,Zona Sul,Superior,False,603,2024-03-26,True,B2
967,37,3136.94,Zona Norte,Médio,False,539,2024-10-22,True,B2
968,37,1338.54,Zona Leste,Superior,False,468,2024-04-21,True,C2
969,31,3564.66,Baixada,Fundamental,False,423,2024-04-20,True,B2
970,28,2549.83,Zona Sul,Técnico,False,556,2024-05-21,False,B2
971,45,1583.14,Zona Oeste,Médio,False,706,2024-02-26,True,C1
972,48,3668.81,Baixada,Fundamental,False,440,2024-09-10,False,B2
973,49,1470.44,Zona Norte,Médio,False,425,2024-08-13,True,C2
974,48,1223.35,Zona Leste,Fundamental,True,464,2024-11-06,True,C2
975,48,2879.37,Zona Oeste,Fundamental,False,636,2024-11-10,True,B2
976,39,3474.27,Zona Norte,Fundamental,False,551,2024-06-26,True,B2
977,43,1099.71,Zona Sul,Médio,True,467,2024-09-30,False,C2
978,34,2988.26,Zona Norte,Médio,True,396,2024-09-12,True,B3
979,38,2429.54,Grande ABC,Fundamental,False,465,2024-06-16,False,C2
980,51,3606.05,Zona Oeste,Médio,False,497,2024-11-23,True,B2
981,49,2323.33,Zona Oeste,Médio,False,573,2024-03-11,True,C2
982,36,2786.13,Zona Norte,Médio,False,567,2024-06-22,True,B2
983,31,3170.48,Zona Leste,Fundamental,False,544,2024-11-12,False,B2
984,51,1933.0,Zona Leste,Técnico,True,491,2024-09-24,True,C2
985,50,4327.37,Zona Sul,Médio,True,631,2024-06-02,True,B2
986,38,3380.78,Zona Norte,Médio,False,509,2024-04-02,True,B2
987,46,841.04,Zona Leste,Médio,False,527,2024-09-02,True,C2
988,25,1877.7,Zona Oeste,Médio,True,568,2024-02-01,False,C2
989,36,4840.55,Zona Norte,Técnico,True,559,2024-07-04,True,B2
990,41,2777.23,Zona Norte,Médio,False,529,2024-04-15,True,B2
991,43,1017.86,Zona Norte,Superior,True,544,2024-12-30,False,C2
992,31,3409.14,Zona Leste,Fundamental,False,533,2024-12-04,True,B2
993,53,5489.68,Zona Sul,Fundamental,False,635,2024-10-08,False,A2
994,42,1113.84,Zona Oeste,Técnico,False,484,2024-05-18,True,C2
995,42,3154.11,Zona Oeste,Superior,True,533,2024-12-16,True,B2
996,46,2272.81,Grande ABC,Superior,True,522,2024-05-25,True,C2
997,48,4065.12,Zona Norte,Médio,True,498,2024-06-02,True,B2
998,35,2348.18,Zona Sul,Médio,False,530,2024-07-11,True,C2
999,26,1158.39,Zona Sul,Médio,True,457,2024-01-16,False,C2
1000,33,2698.37,Zona Oeste,Médio,False,443,2024-06-27,True,B2
1001,35,2086.82,Zona Leste,Fundamental,False,464,2024-03-10,False,C2
1002,25,1955.43,Zona Sul,Médio,False,505,2024-03-30,True,C2
1003,27,1596.74,Zona Sul,Médio,False,683,2024-01-17,False,C1
1004,35,3640.5,Zona Oeste,Médio,False,499,2024-01-09,True,B2
1005,40,4556.8,Zona Norte,Médio,True,480,2024-07-23,True,B2
1006,45,1940.24,Zona Norte,Superior,False,451,2024-07-21,True,C2
1007,29,2689.13,Zona Oeste,Médio,False,415,2024-10-08,True,B2
1008,37,1393.5,Zona Norte,Médio,True,472,2024-01-12,True,C2
1009,34,5325.81,Zona Sul,Fundamental,True,456,2024-12-06,True,A2
1010,42,1819.04,Grande ABC,Fundamental,False,540,2024-12-06,False,C2
1011,28,2098.17,Zona Oeste,Médio,True,471,2024-01-25,True,C2
1012,46,2482.26,Grande ABC,Técnico,False,510,2024-02-20,False,C2
1013,48,3076.37,Zona Norte,Superior,False,511,2024-01-28,True,B2
1014,36,2269.17,Zona Sul,Técnico,True,485,2024-02-13,True,C2
1015,29,1058.46,Zona Sul,Fundamental,True,470,2024-05-04,False,C2
1016,33,2070.7,Zona Oeste,Fundamental,False,555,2024-06-13,True,C2
1017,26,2992.51,Zona Oeste,Médio,True,681,2024-09-06,True,B1
1018,32,2178.54,Zona Norte,Técnico,False,539,2024-12-19,True,C2
1019,25,5042.06,Baixada,Fundamental,False,544,2024-08-06,True,A2
1020,52,2520.46,Grande ABC,Médio,False,507,2024-03-04,True,B2
1021,54,2186.32,Baixada,Médio,False,469,2024-11-11,True,C2
1022,29,2333.86,Zona Norte,Médio,False,570,2024-07-13,False,C2
1023,32,2584.02,Zona Leste,Fundamental,True,589,2024-04-22,True,B2
1024,40,3441.16,Zona Oeste,Médio,False,558,2024-05-29,False,B2
1025,43,2414.03,Grande ABC,Superior,True,526,2024-04-26,False,C2
1026,47,2395.06,Grande ABC,Fundamental,True,316,2024-12-16,True,C3
1027,40,1638.62,Zona Leste,Fundamental,True,519,2024-05-15,True,C2
1028,43,3027.01,Zona Sul,Fundamental,False,477,2024-01-08,True,B2
1029,41,1169.78,Zona Oeste,Fundamental,False,597,2024-11-15,False,C2
1030,25,4211.19,Zona Norte,Fundamental,False,579,2024-08-17,True,B2
1031,33,5344.17,Zona Oeste,Médio,False,480,2024-10-13,False,A2
1032,30,2999.71,Zona Sul,Médio,True,505,2024-11-22,False,B2
1033,31,1519.22,Zona Leste,Médio,False,548,2024-05-05,True,C2
1034,43,1932.92,Zona Leste,Fundamental,True,576,2024-05-18,True,C2
1035,31,882.2,Zona Oeste,Médio,False,478,2024-05-02,True,C2
1036,25,3667.05,Zona Norte,Fundamental,False,725,2024-12-18,False,B1
1037,29,1986.4,Zona Leste,Médio,True,500,2024-08-18,True,C2
1038,35,2562.47,Zona Norte,Superior,True,384,2024-07-08,False,B3
1039,38,1673.03,Zona Oeste,Técnico,False,498,2024-01-16,True,C2
1040,50,1137.43,Zona Norte,Médio,False,625,2024-09-25,False,C2
1041,32,8000.0,Grande ABC,Médio,False,703,2024-07-09,True,A1
1042,39,1976.42,Zona Sul,Médio,False,506,2024-07-30,True,C2
1043,42,2507.55,Zona Leste,Fundamental,False,580,2024-11-22,False,B2
1044,35,1344.93,Baixada,Médio,True,601,2024-09-27,False,C2
1045,30,3593.05,Zona Sul,Fundamental,True,426,2024-07-14,True,B2
1046,41,800.0,Zona Leste,Fundamental,False,591,2024-04-16,False,C2
1047,53,862.83,Zona Leste,Fundamental,False,547,2024-07-21,True,C2
1048,28,3121.04,Zona Norte,Fundamental,False,453,2024-04-08,True,B2
1049,51,2272.95,Zona Sul,Superior,False,558,2024-12-30,True,C2
1050,39,3300.54,Zona Leste,Médio,True,528,2024-03-03,False,B2
1051,36,1862.52,Zona Norte,Médio,True,536,2024-05-23,True,C2
1052,38,2252.86,Zona Norte,Médio,False,584,2024-09-06,False,C2
1053,42,3213.45,Zona Norte,Fundamental,True,503,2024-07-27,True,B2
1054,35,1170.53,Zona Sul,Superior,True,367,2024-08-23,False,C3
1055,30,2577.47,Zona Leste,Fundamental,False,512,2024-09-03,True,B2
1056,30,5821.82,Zona Norte,Fundamental,False,527,2024-10-15,True,A2
1057,30,3506.72,Baixada,Fundamental,True,405,2024-08-03,True,B2
1058,37,2022.7,Zona Oeste,Fundamental,True,351,2024-01-11,False,C3
1059,34,2341.97,Zona Norte,Médio,True,495,2024-09-06,True,C2
1060,31,1253.49,Zona Norte,Médio,True,556,2024-03-09,True,C2
1061,42,3733.7,Zona Oeste,Fundamental,False,531,2024-03-26,True,B2
1062,35,3268.01,Zona Leste,Médio,False,581,2024-02-17,True,B2
1063,38,2365.79,Zona Sul,Médio,True,425,2024-04-10,True,C2
1064,43,1050.6,Zona Oeste,Fundamental,False,648,2024-04-10,True,C2
1065,37,4602.99,Zona Sul,Médio,False,418,2024-09-01,True,B2
1066,37,2856.81,Zona Sul,Médio,True,398,2024-05-09,True,B3
1067,54,5182.08,Grande ABC,Fundamental,False,608,2024-08-27,True,A2
1068,28,7836.88,Zona Norte,Técnico,False,531,2024-02-17,True,A2
1069,46,4141.41,Zona Oeste,Fundamental,False,567,2024-09-14,True,B2
1070,32,1967.39,Grande ABC,Fundamental,False,644,2024-04-12,False,C2
1071,32,2011.36,Zona Leste,Médio,False,450,2024-09-23,True,C2
1072,47,1142.82,Zona Leste,Fundamental,False,616,2024-12-19,True,C2
1073,28,2333.38,Zona Oeste,Técnico,True,648,2024-11-10,False,C2
1074,37,2607.69,Zona Leste,Fundamental,False,677,2024-05-11,False,B1
1075,47,1890.15,Zona Leste,Médio,False,591,2024-04-07,True,C2
1076,26,2774.94,Zona Norte,Médio,False,541,2024-07-28,False,B2
1077,40,3850.83,Zona Oeste,Médio,False,572,2024-09-20,True,B2
1078,27,1888.49,Zona Leste,Técnico,True,536,2024-10-17,True,C2
1079,27,3245.4,Zona Norte,Fundamental,True,377,2024-04-02,False,B3
1080,43,1696.24,Zona Sul,Médio,False,495,2024-04-09,True,C2
1081,26,3935.86,Zona Leste,Superior,False,559,2024-05-19,True,B2
1082,29,2095.84,Zona Norte,Médio,True,477,2024-03-07,False,C2
1083,38,1548.88,Zona Sul,Médio,True,421,2024-07-31,True,C2
1084,30,1324.49,Zona Oeste,Superior,False,440,2024-10-09,True,C2
1085,39,3436.36,Grande ABC,Médio,True,392,2024-03-08,False,B3
1086,43,2867.68,Zona Leste,Superior,False,467,2024-09-15,True,B2
1087,36,1812.88,Zona Sul,Médio,False,640,2024-11-13,True,C2
1088,41,856.51,Zona Leste,Médio,True,444,2024-09-11,False,C2
1089,42,1174.68,Zona Sul,Médio,False,499,2024-07-05,True,C2
1090,39,2537.8,Zona Oeste,Médio,False,526,2024-10-16,False,B2
1091,39,3958.32,Zona Sul,Técnico,True,495,2024-04-22,False,B2
1092,35,3278.67,Zona Leste,Médio,True,423,2024-09-29,True,B2
1093,38,2192.26,Zona Oeste,Médio,False,640,2024-11-28,True,C2
1094,53,2605.74,Zona Norte,Superior,False,494,2024-05-29,True,B2
1095,35,3615.22,Grande ABC,Fundamental,False,634,2024-12-26,True,B2
1096,36,2377.83,Zona Norte,Técnico,True,573,2024-05-28,True,C2
1097,45,2658.84,Zona Leste,Fundamental,True,426,2024-04-01,True,B2
1098,40,1970.13,Zona Leste,Médio,True,523,2024-08-27,True,C2
1099,25,2924.84,Zona Oeste,Médio,False,498,2024-04-08,False,B2
1100,40,3842.85,Zona Oeste,Médio,False,460,2024-10-13,True,B2
1101,35,4901.61,Grande ABC,Fundamental,True,462,2024-11-03,False,B2
1102,35,4614.67,Zona Leste,Médio,False,466,2024-01-11,False,B2
1103,27,1672.7,Zona Sul,Superior,False,433,2024-10-08,False,C2
1104,36,1545.15,Zona Oeste,Fundamental,False,540,2024-08-17,False,C2
1105,42,1696.35,Zona Leste,Fundamental,False,579,2024-07-05,True,C2
1106,30,2800.88,Zona Sul,Fundamental,True,512,2024-10-28,False,B2
1107,34,2748.38,Zona Leste,Médio,False,475,2024-07-28,True,B2
1108,41,3284.17,Grande ABC,Fundamental,False,490,2024-03-04,True,B2
1109,47,2813.87,Zona Norte,Médio,False,591,2024-12-10,True,B2
1110,37,2677.94,Zona Sul,Técnico,False,538,2024-02-15,True,B2
1111,27,994.57,Zona Oeste,Fundamental,False,474,2024-05-19,False,C2
1112,30,1993.82,Zona Oeste,Técnico,False,490,2024-05-07,True,C2
1113,54,1914.74,Zona Leste,Médio,True,434,2024-11-24,True,C2
1114,42,1210.23,Zona Oeste,Médio,False,383,2024-01-05,True,C3
1115,42,6595.24,Zona Oeste,Técnico,True,431,2024-04-21,True,A2
1116,30,1531.13,Grande ABC,Técnico,False,478,2024-05-16,False,C2
1117,41,2730.5,Grande ABC,Fundamental,False,534,2024-03-16,True,B2
1118,44,7190.81,Zona Sul,Técnico,False,664,2024-06-10,True,A1
1119,31,5877.4,Zona Leste,Médio,False,560,2024-04-20,True,A2
1120,44,1720.25,Zona Norte,Fundamental,False,339,2024-12-15,True,C3
1121,50,2157.81,Zona Oeste,Fundamental,False,465,2024-07-23,False,C2
1122,39,1835.79,Zona Leste,Médio,False,547,2024-07-18,True,C2
1123,50,2252.35,Zona Leste,Médio,True,509,2024-01-01,True,C2
1124,40,7604.56,Zona Norte,Técnico,False,455,2024-05-12,True,A2
1125,35,3538.63,Zona Oeste,Médio,True,300,2024-11-18,False,B3
1126,32,1223.88,Zona Leste,Fundamental,False,530,2024-05-31,True,C2
1127,36,1632.57,Zona Leste,Fundamental,True,633,2024-05-14,True,C2
1128,45,5187.7,Zona Norte,Superior,True,623,2024-01-21,False,A2
1129,35,4671.89,Zona Sul,Médio,False,490,2024-09-01,True,B2
1130,33,3011.14,Grande ABC,Fundamental,False,425,2024-04-06,False,B2
1131,27,4366.04,Zona Norte,Fundamental,False,456,2024-12-22,True,B2
1132,53,2712.38,Zona Norte,Médio,True,376,2024-04-12,False,B3
1133,45,3409.16,Zona Sul,Médio,False,578,2024-12-25,False,B2
1134,47,4331.99,Zona Norte,Médio,True,534,2024-02-02,True,B2
1135,37,1432.24,Zona Norte,Fundamental,False,553,2024-12-15,True,C2
1136,32,1678.75,Zona Leste,Fundamental,True,489,2024-12-13,True,C2
1137,29,2152.54,Baixada,Superior,False,435,2024-01-13,False,C2
1138,51,4216.91,Zona Oeste,Superior,False,500,2024-07-12,True,B2
1139,32,2265.41,Zona Norte,Médio,False,584,2024-01-08,False,C2
1140,48,939.3,Zona Norte,Fundamental,True,484,2024-01-24,False,C2
1141,40,1820.22,Zona Leste,Superior,True,623,2024-01-06,False,C2
1142,44,5725.43,Zona Sul,Fundamental,False,490,2024-03-30,False,A2
1143,44,1614.48,Zona Leste,Médio,False,539,2024-09-23,True,C2
1144,42,6307.26,Zona Leste,Fundamental,False,421,2024-05-20,False,A2
1145,35,2104.65,Grande ABC,Técnico,False,570,2024-09-16,True,C2
1146,40,1993.18,Zona Oeste,Superior,False,604,2024-12-23,True,C2
1147,31,3898.71,Zona Leste,Fundamental,True,511,2024-06-13,True,B2
1148,44,3787.15,Zona Oeste,Fundamental,False,548,2024-05-11,True,B2
1149,44,5117.9,Grande ABC,Fundamental,True,520,2024-05-11,True,A2
1150,54,4660.21,Zona Norte,Médio,True,529,2024-12-03,True,B2
1151,41,3260.75,Zona Leste,Médio,False,544,2024-06-24,False,B2
1152,25,2334.68,Zona Sul,Médio,True,507,2024-08-27,True,C2
1153,33,1473.47,Zona Leste,Médio,False,637,2024-06-27,True,C2
1154,38,3362.96,Zona Norte,Superior,False,484,2024-12-24,True,B2
1155,42,1751.65,Zona Leste,Médio,True,410,2024-07-19,False,C2
1156,36,3015.22,Zona Leste,Fundamental,True,654,2024-03-13,False,B1
1157,37,2150.75,Zona Norte,Médio,True,650,2024-05-08,True,C2
1158,45,988.12,Grande ABC,Médio,True,600,2024-02-24,True,C2
1159,41,1123.73,Baixada,Médio,False,560,2024-04-29,True,C2
1160,34,1681.73,Grande ABC,Fundamental,True,501,2024-12-29,False,C2
1161,43,1815.29,Zona Oeste,Médio,False,561,2024-08-04,True,C2
1162,39,1549.83,Zona Sul,Médio,True,473,2024-06-23,True,C2
1163,51,1778.76,Zona Sul,Médio,True,533,2024-06-10,True,C2
1164,54,2368.36,Zona Sul,Médio,False,569,2024-05-01,True,C2
1165,26,2001.45,Grande ABC,Fundamental,False,475,2024-10-04,True,C2
1166,46,1666.12,Zona Sul,Médio,True,503,2024-05-19,True,C2
1167,25,2448.12,Zona Leste,Médio,False,596,2024-08-26,True,C2
1168,50,1463.19,Zona Sul,Médio,False,608,2024-12-26,False,C2
1169,28,2539.72,Zona Leste,Superior,False,434,2024-04-13,True,B2
1170,45,3418.75,Zona Oeste,Médio,True,485,2024-05-17,False,B2
1171,36,4947.48,Baixada,Médio,True,461,2024-05-06,True,B2
1172,37,1815.53,Zona Norte,Médio,False,483,2024-12-08,False,C2
1173,29,4591.73,Zona Leste,Fundamental,True,498,2024-11-19,True,B2
1174,28,1764.21,Baixada,Médio,True,455,2024-05-31,True,C2
1175,32,1331.01,Zona Sul,Fundamental,True,497,2024-03-10,True,C2
1176,34,3339.84,Zona Oeste,Médio,True,390,2024-01-26,False,B3
1177,33,3150.66,Zona Oeste,Médio,True,534,2024-02-18,True,B2
1178,28,3775.12,Zona Norte,Médio,False,450,2024-11-08,True,B2
1179,44,1426.93,Zona Sul,Médio,True,468,2024-04-05,True,C2
1180,36,1612.98,Zona Oeste,Médio,False,507,2024-08-10,True,C2
1181,36,3573.29,Zona Leste,Superior,False,615,2024-04-04,False,B2
1182,46,3317.94,Zona Norte,Superior,False,512,2024-07-04,True,B2
1183,45,2504.45,Zona Sul,Fundamental,True,489,2024-08-12,True,B2
1184,52,2404.37,Zona Norte,Médio,True,528,2024-05-06,True,C2
1185,33,1460.56,Grande ABC,Médio,False,497,2024-07-04,False,C2
1186,43,3968.65,Zona Leste,Fundamental,False,596,2024-09-08,False,B2
1187,44,6180.97,Grande ABC,Médio,True,411,2024-01-28,True,A2
1188,41,2123.5,Zona Sul,Médio,False,608,2024-07-14,True,C2
1189,37,2076.13,Zona Sul,Superior,True,504,2024-04-03,True,C2
1190,52,3305.54,Baixada,Superior,True,551,2024-10-27,True,B2
1191,29,2588.32,Zona Leste,Técnico,True,396,2024-05-02,True,B3
1192,34,3310.03,Zona Oeste,Fundamental,True,511,2024-09-16,True,B2
1193,37,3963.04,Zona Leste,Técnico,True,579,2024-10-03,False,B2
1194,26,2116.76,Zona Leste,Médio,False,508,2024-11-08,False,C2
1195,32,2905.3,Zona Oeste,Fundamental,False,541,2024-12-31,False,B2
1196,27,4868.93,Zona Leste,Médio,True,486,2024-04-18,True,B2
1197,47,2011.02,Zona Norte,Médio,True,649,2024-06-22,True,C2
1198,38,3577.39,Zona Oeste,Médio,False,457,2024-10-02,True,B2
1199,39,6917.38,Zona Oeste,Médio,False,620,2024-02-29,True,A2
1200,28,4438.68,Grande ABC,Superior,False,501,2024-01-23,True,B2
1201,53,2748.26,Zona Norte,Fundamental,True,623,2024-12-21,True,B2
1202,35,1773.94,Zona Norte,Médio,False,506,2024-09-28,True,C2
1203,47,4866.27,Zona Norte,Fundamental,False,532,2024-10-17,True,B2
1204,30,4153.43,Zona Sul,Médio,False,408,2024-12-24,False,B2
1205,46,2811.51,Zona Oeste,Médio,True,703,2024-09-10,True,B1
1206,49,1627.59,Zona Norte,Superior,True,593,2024-08-16,False,C2
1207,44,3153.27,Zona Norte,Fundamental,False,446,2024-05-24,True,B2
1208,48,8000.0,Zona Oeste,Médio,False,525,2024-10-20,True,A2
1209,26,2439.7,Zona Oeste,Superior,True,541,2024-10-07,False,C2
1210,42,1016.71,Zona Leste,Médio,False,508,2024-02-14,True,C2
1211,33,3002.52,Zona Norte,Médio,True,635,2024-11-23,True,B2
1212,47,3437.74,Zona Oeste,Médio,True,544,2024-07-30,False,B2
1213,50,4833.16,Baixada,Médio,True,569,2024-09-08,False,B2
1214,34,1258.8,Zona Sul,Médio,False,531,2024-08-30,True,C2
1215,38,2562.28,Zona Norte,Médio,False,549,2024-07-18,False,B2
1216,50,3191.14,Zona Sul,Superior,False,504,2024-02-07,False,B2
1217,32,2335.36,Zona Sul,Médio,False,481,2024-01-19,True,C2
1218,53,1616.67,Zona Leste,Superior,True,473,2024-08-17,False,C2
1219,28,2833.54,Zona Leste,Técnico,False,570,2024-07-06,True,B2
1220,38,1316.51,Zona Oeste,Superior,False,395,2024-06-06,True,C3
1221,48,2597.7,Zona Norte,Médio,True,564,2024-03-15,True,B2
1222,37,3763.93,Zona Norte,Médio,False,579,2024-03-18,False,B2
1223,34,1435.1,Zona Oeste,Técnico,False,613,2024-09-10,True,C2
1224,32,2786.55,Zona Leste,Médio,True,504,2024-02-26,True,B2
1225,34,1327.97,Zona Leste,Superior,True,447,2024-08-26,True,C2
1226,49,1649.26,Zona Norte,Médio,False,605,2024-03-05,True,C2
1227,27,1684.56,Zona Norte,Fundamental,True,391,2024-09-14,False,C3
1228,38,4401.49,Zona Oeste,Fundamental,True,405,2024-12-06,True,B2
1229,35,2747.52,Zona Sul,Técnico,False,651,2024-11-02,False,B1
1230,47,3428.85,Grande ABC,Técnico,False,503,2024-01-05,True,B2
1231,31,1142.21,Zona Norte,Médio,False,618,2024-01-07,True,C2
1232,38,3296.78,Zona Leste,Técnico,False,487,2024-06-23,True,B2
1233,39,1849.34,Grande ABC,Fundamental,True,534,2024-03-03,True,C2
1234,30,2902.05,Zona Sul,Médio,False,594,2024-07-28,False,B2
1235,38,2678.8,Zona Leste,Médio,True,383,2024-04-29,True,B3
1236,48,4105.65,Zona Leste,Técnico,True,571,2024-01-01,True,B2
1237,47,2426.16,Zona Norte,Superior,False,519,2024-09-04,True,C2
1238,52,1976.6,Zona Oeste,Médio,True,493,2024-05-16,True,C2
1239,34,3900.27,Zona Leste,Médio,True,398,2024-05-16,False,B3
