cliente_id,idade,renda_familiar,regiao,escolaridade,tem_negocio_proprio,score_credito,data_cadastro,usa_orientacao_financeira
1998,41,2574.85,Zona Sul,Médio,False,468,2024-10-26,False
1999,51,3300.95,Grande ABC,Técnico,True,618,2024-01-07,False
2000,35,2487.91,Zona Oeste,Médio,True,500,2024-12-27,True
2001,40,2889.45,Zona Sul,Médio,False,605,2024-04-23,True
2002,33,3832.41,Zona Norte,Fundamental,True,441,2024-05-18,True
2003,34,2542.72,Grande ABC,Técnico,True,489,2024-12-26,True
2004,34,2055.04,Zona Leste,Fundamental,True,491,2024-08-21,True
2005,51,1491.79,Grande ABC,Fundamental,False,567,2024-06-06,True
2006,35,1161.08,Zona Norte,Superior,False,535,2024-03-10,True
2007,27,2800.42,Zona Sul,Fundamental,True,490,2024-09-01,False
2008,30,2232.78,Zona Sul,Médio,False,537,2024-11-08,True
2009,36,983.2,Zona Sul,Fundamental,True,491,2024-06-05,True
2010,42,7679.69,Zona Sul,Fundamental,False,449,2024-03-24,True
2011,25,3817.1,Zona Sul,Médio,False,526,2024-11-24,False
2012,31,3303.76,Zona Oeste,Técnico,True,483,2024-01-09,True
2013,40,2777.29,Zona Leste,Médio,False,419,2024-08-23,False
2014,41,3907.72,Zona Norte,Médio,False,514,2024-08-04,True
2015,39,1468.68,Zona Leste,Fundamental,True,510,2024-04-12,False
2016,44,4065.65,Zona Leste,Técnico,False,355,2024-02-09,True
2017,49,4642.3,Zona Leste,Fundamental,False,540,2024-04-28,False
2018,32,3948.36,Grande ABC,Superior,True,483,2024-04-14,False
2019,46,1838.61,Grande ABC,Fundamental,True,600,2024-08-30,True
2020,53,1708.14,Zona Sul,Médio,False,545,2024-11-30,False
2021,32,2523.64,Zona Leste,Médio,True,485,2024-03-29,True
2022,37,2384.97,Zona Norte,Superior,False,491,2024-04-18,False
2023,34,1692.64,Zona Norte,Médio,True,638,2024-01-20,True
2024,42,2222.39,Grande ABC,Técnico,False,527,2024-04-29,False
2025,34,1168.44,Zona Leste,Médio,True,439,2024-11-21,False
2026,46,4166.03,Baixada,Superior,False,451,2024-03-25,True
2027,25,1354.91,Zona Oeste,Fundamental,False,471,2024-03-23,True
2028,39,1592.16,Zona Sul,Fundamental,False,485,2024-05-12,True
2029,45,4085.92,Zona Oeste,Médio,False,489,2024-10-26,False
2030,40,2600.45,Zona Oeste,Fundamental,True,506,2024-01-29,True
2031,27,1774.17,Zona Leste,Médio,False,541,2024-03-14,True
2032,48,2046.6,Zona Leste,Fundamental,False,468,2024-07-30,False
2033,27,1243.12,Zona Sul,Fundamental,True,488,2024-06-06,True
2034,25,3730.53,Zona Leste,Fundamental,False,501,2024-02-04,True
2035,42,3084.41,Zona Norte,Médio,False,584,2024-02-15,True
2036,48,3448.08,Zona Leste,Fundamental,True,651,2024-04-12,True
2037,37,2945.46,Zona Norte,Médio,False,553,2024-02-01,True
2038,37,4214.65,Zona Oeste,Médio,False,395,2024-04-07,True
2039,29,2370.02,Zona Oeste,Técnico,False,423,2024-11-10,True
2040,40,1989.9,Grande ABC,Técnico,False,459,2024-02-02,True
2041,40,2467.22,Zona Leste,Técnico,False,693,2024-03-26,True
2042,39,3053.52,Grande ABC,Médio,True,522,2024-01-25,True
2043,41,4575.56,Zona Sul,Fundamental,True,498,2024-08-29,True
2044,46,3446.67,Zona Oeste,Médio,False,611,2024-01-13,True
2045,35,2743.2,Baixada,Técnico,False,516,2024-02-29,True
2046,36,1464.3,Zona Sul,Técnico,True,658,2024-04-22,True
2047,38,1403.73,Zona Oeste,Médio,False,349,2024-03-08,True
2048,46,1965.05,Zona Leste,Fundamental,True,621,2024-01-22,False
2049,38,1451.47,Zona Sul,Médio,False,646,2024-03-27,True
2050,42,1784.96,Zona Sul,Médio,True,494,2024-10-25,True
2051,39,1508.75,Zona Norte,Médio,False,580,2024-02-16,True
2052,38,4299.48,Zona Oeste,Técnico,False,417,2024-09-30,False
2053,37,1826.7,Zona Leste,Médio,False,625,2024-08-11,True
2054,52,1749.37,Zona Leste,Médio,False,458,2024-01-31,True
2055,29,1216.27,Grande ABC,Médio,True,537,2024-10-11,True
2056,50,2255.48,Zona Sul,Fundamental,True,530,2024-03-03,False
2057,33,2539.94,Zona Norte,Fundamental,True,479,2024-10-28,True
2058,28,1394.82,Baixada,Médio,True,434,2024-03-05,True
2059,48,4590.9,Baixada,Médio,False,471,2024-11-09,True
2060,52,1001.35,Zona Oeste,Médio,False,604,2024-06-02,True
2061,29,5532.05,Zona Oeste,Médio,False,580,2024-09-22,True
2062,43,3545.78,Zona Oeste,Médio,True,583,2024-02-02,True
2063,46,965.73,Zona Leste,Técnico,True,561,2024-11-24,True
2064,31,3968.95,Zona Norte,Superior,True,545,2024-08-07,True
2065,40,800.0,Zona Sul,Médio,False,458,2024-06-23,True
2066,30,2331.43,Zona Sul,Superior,True,527,2024-01-29,False
2067,52,1633.49,Zona Leste,Médio,False,713,2024-01-24,False
2068,40,1777.37,Zona Leste,Fundamental,True,418,2024-11-28,True
2069,38,3573.92,Zona Leste,Superior,True,547,2024-11-01,False
2070,37,1654.25,Zona Sul,Fundamental,True,420,2024-02-08,True
2071,38,1268.87,Zona Leste,Médio,True,443,2024-10-15,True
2072,34,2080.68,Zona Norte,Médio,False,400,2024-12-24,False
2073,29,5579.17,Zona Norte,Médio,True,617,2024-05-03,True
2074,30,4505.97,Baixada,Médio,False,515,2024-12-20,False
2075,53,1422.55,Zona Norte,Médio,False,548,2024-04-08,True
2076,33,2799.19,Zona Norte,Médio,False,583,2024-07-30,True
2077,39,1821.85,Zona Norte,Técnico,False,420,2024-03-08,True
2078,53,1210.17,Zona Leste,Médio,True,553,2024-06-21,False
2079,43,2090.8,Zona Oeste,Fundamental,True,433,2024-02-29,False
2080,41,1968.21,Zona Oeste,Técnico,True,494,2024-11-17,True
2081,27,2073.19,Zona Leste,Fundamental,False,356,2024-09-21,True
2082,45,2806.52,Zona Sul,Médio,False,413,2024-08-31,True
2083,49,3970.85,Zona Norte,Fundamental,False,588,2024-10-31,True
2084,28,2068.02,Zona Oeste,Fundamental,False,653,2024-02-20,True
2085,54,3046.99,Zona Sul,Médio,True,497,2024-08-12,False
2086,37,2561.89,Zona Norte,Superior,False,547,2024-07-06,True
2087,44,1740.06,Zona Leste,Fundamental,False,336,2024-07-15,True
2088,54,4139.91,Zona Norte,Médio,False,389,2024-02-07,True
2089,31,4455.97,Zona Leste,Médio,False,669,2024-12-05,True
2090,44,1614.54,Zona Oeste,Fundamental,False,457,2024-05-25,True
2091,39,2925.51,Zona Norte,Médio,True,617,2024-05-05,True
2092,44,1011.44,Zona Leste,Médio,True,491,2024-05-09,False
2093,31,6720.53,Zona Oeste,Técnico,True,634,2024-09-20,False
2094,39,2327.28,Zona Oeste,Médio,False,464,2024-09-29,True
2095,40,4381.7,Zona Norte,Técnico,True,544,2024-05-30,True
2096,38,3185.25,Zona Norte,Fundamental,False,672,2024-04-28,False
2097,30,3298.08,Baixada,Fundamental,False,550,2024-03-04,False
2098,31,1260.83,Zona Sul,Fundamental,True,443,2024-04-30,False
2099,36,4474.46,Zona Norte,Médio,False,594,2024-09-14,False
2100,52,5658.8,Zona Norte,Médio,False,553,2024-11-26,False
2101,37,1332.9,Baixada,Fundamental,False,727,2024-07-19,False
2102,31,3933.39,Zona Leste,Médio,False,624,2024-11-15,True
2103,39,1099.83,Zona Norte,Fundamental,False,520,2024-11-05,True
2104,54,1731.77,Zona Oeste,Fundamental,True,562,2024-02-03,True
2105,34,2487.92,Zona Leste,Fundamental,False,400,2024-04-08,True
2106,35,2365.44,Zona Leste,Médio,True,510,2024-12-27,False
2107,42,2752.16,Zona Sul,Superior,False,416,2024-06-06,True
2108,42,1907.29,Zona Norte,Médio,False,668,2024-03-20,True
2109,51,3373.0,Zona Oeste,Técnico,True,538,2024-07-12,True
2110,44,800.0,Zona Oeste,Médio,True,472,2024-06-19,False
2111,30,3777.8,Zona Oeste,Fundamental,True,584,2024-09-06,True
2112,45,2212.23,Zona Oeste,Médio,True,526,2024-07-02,False
2113,27,2058.84,Zona Leste,Fundamental,False,542,2024-09-22,True
2114,49,1678.94,Zona Norte,Fundamental,False,548,2024-06-22,True
2115,44,1744.61,Zona Norte,Médio,False,682,2024-01-01,False
2116,48,1557.81,Zona Oeste,Médio,False,409,2024-01-25,True
2117,37,2955.51,Zona Leste,Fundamental,False,510,2024-04-13,True
2118,40,1583.76,Zona Oeste,Médio,False,557,2024-10-28,True
2119,50,3527.29,Zona Sul,Fundamental,True,472,2024-11-02,True
2120,40,2432.39,Zona Sul,Fundamental,False,397,2024-08-28,True
2121,39,1645.71,Zona Norte,Médio,False,581,2024-02-06,True
2122,39,1545.38,Zona Sul,Fundamental,False,460,2024-11-13,True
2123,46,1598.77,Zona Leste,Fundamental,True,508,2024-03-16,False
2124,33,3485.97,Zona Sul,Técnico,True,523,2024-11-03,True
2125,47,2827.59,Zona Oeste,Médio,False,569,2024-04-28,True
2126,34,2156.66,Zona Norte,Técnico,False,517,2024-02-16,True
2127,38,1631.8,Zona Norte,Fundamental,False,524,2024-02-17,True
2128,43,3929.95,Zona Leste,Técnico,True,549,2024-09-18,False
2129,37,3173.16,Zona Leste,Médio,False,465,2024-09-08,True
2130,32,2991.14,Zona Norte,Fundamental,False,511,2024-08-02,True
2131,26,2316.67,Zona Norte,Fundamental,False,528,2024-11-18,True
2132,31,2382.65,Zona Norte,Superior,False,452,2024-08-17,True
2133,30,3749.22,Zona Sul,Médio,False,628,2024-03-26,False
2134,43,3259.29,Zona Oeste,Médio,True,481,2024-01-27,False
2135,26,6980.86,Zona Norte,Fundamental,False,509,2024-07-10,True
2136,29,1844.29,Zona Norte,Médio,True,566,2024-11-18,False
2137,28,2400.38,Zona Leste,Médio,False,527,2024-03-14,True
2138,30,1637.61,Zona Leste,Técnico,True,572,2024-07-16,True
2139,49,3953.23,Zona Leste,Médio,False,445,2024-06-28,True
2140,25,2759.65,Zona Oeste,Médio,False,465,2024-01-21,True
2141,33,3064.54,Zona Leste,Fundamental,False,474,2024-05-02,True
2142,27,3223.21,Zona Norte,Médio,False,521,2024-09-27,True
2143,53,2964.82,Zona Leste,Superior,False,592,2024-01-04,False
2144,39,2775.19,Zona Leste,Superior,True,484,2024-01-15,True
2145,25,1556.61,Zona Leste,Superior,True,570,2024-03-24,True
2146,39,1965.24,Zona Norte,Fundamental,False,574,2024-12-02,True
2147,37,7654.99,Zona Norte,Médio,False,544,2024-04-30,False
2148,30,1775.21,Zona Sul,Médio,False,398,2024-06-21,True
2149,35,6689.37,Zona Norte,Médio,False,501,2024-04-30,True
2150,36,1081.07,Zona Sul,Técnico,False,560,2024-11-20,False
2151,35,2815.8,Zona Norte,Fundamental,False,563,2024-02-04,False
2152,47,2333.83,Zona Leste,Médio,True,430,2024-04-08,True
2153,49,4007.35,Zona Leste,Médio,True,441,2024-09-10,True
2154,32,1964.05,Zona Sul,Superior,False,525,2024-03-20,True
2155,48,3002.48,Zona Oeste,Médio,False,444,2024-07-10,False
2156,30,1527.69,Zona Oeste,Fundamental,False,483,2024-02-28,True
2157,27,3114.26,Zona Sul,Fundamental,False,493,2024-09-29,False
2158,25,1626.87,Zona Leste,Médio,False,577,2024-12-18,True
2159,25,3758.01,Zona Sul,Fundamental,False,548,2024-01-13,True
2160,46,1298.5,Zona Sul,Médio,False,572,2024-01-14,False
2161,44,1337.25,Zona Norte,Fundamental,True,587,2024-10-02,False
2162,42,1957.3,Zona Sul,Técnico,True,621,2024-07-04,True
2163,40,1678.68,Zona Norte,Médio,False,471,2024-11-23,True
2164,33,1778.22,Zona Oeste,Fundamental,False,628,2024-12-01,True
2165,46,2754.6,Zona Oeste,Médio,False,425,2024-05-20,True
2166,42,1816.51,Zona Sul,Médio,True,486,2024-01-14,True
2167,29,3213.72,Zona Oeste,Médio,False,536,2024-01-02,False
2168,30,1382.7,Zona Leste,Técnico,False,422,2024-10-12,False
2169,31,2232.55,Zona Oeste,Fundamental,True,463,2024-04-24,False
2170,47,2015.2,Zona Leste,Médio,False,545,2024-05-15,False
2171,36,1228.89,Zona Norte,Fundamental,True,418,2024-04-29,True
2172,34,1204.98,Zona Leste,Fundamental,False,655,2024-08-12,False
2173,29,1978.56,Zona Leste,Superior,False,619,2024-03-08,False
2174,29,2865.93,Zona Oeste,Médio,True,385,2024-10-18,True
2175,44,1603.42,Zona Leste,Médio,False,622,2024-04-13,False
2176,41,4252.24,Zona Leste,Médio,True,609,2024-06-04,False
2177,46,2007.01,Zona Leste,Superior,True,541,2024-08-21,True
2178,38,5106.0,Zona Leste,Fundamental,True,604,2024-07-17,False
2179,27,4681.97,Zona Norte,Médio,True,567,2024-05-19,True
2180,34,1269.1,Zona Leste,Médio,True,422,2024-07-19,False
2181,48,4029.48,Grande ABC,Médio,False,602,2024-12-18,False
2182,46,5306.58,Zona Sul,Técnico,True,338,2024-09-05,True
2183,38,1519.61,Zona Sul,Médio,False,608,2024-09-18,True
2184,30,1923.82,Zona Oeste,Técnico,True,473,2024-01-14,True
2185,41,1871.43,Zona Leste,Médio,False,493,2024-04-08,False
2186,31,2263.78,Zona Sul,Médio,True,400,2024-03-21,True
2187,29,1488.16,Zona Norte,Fundamental,True,568,2024-07-09,True
2188,42,2999.29,Zona Norte,Fundamental,True,382,2024-12-30,False
2189,37,6992.96,Grande ABC,Fundamental,False,300,2024-12-31,True
2190,38,1750.93,Zona Leste,Superior,False,588,2024-12-20,True
2191,29,1928.92,Zona Leste,Fundamental,True,550,2024-12-22,True
2192,41,3984.56,Zona Sul,Médio,False,589,2024-11-25,True
2193,44,2656.51,Zona Sul,Médio,False,588,2024-07-28,True
2194,52,3245.28,Zona Norte,Médio,False,661,2024-01-23,True
2195,49,5088.18,Zona Oeste,Técnico,False,401,2024-07-28,True
2196,35,3885.61,Zona Sul,Médio,False,585,2024-10-09,False
2197,45,1677.19,Zona Oeste,Médio,True,519,2024-12-12,False
2198,44,3762.36,Zona Leste,Superior,True,568,2024-07-12,True
2199,33,4415.99,Zona Leste,Médio,False,418,2024-08-06,True
2200,30,972.43,Zona Sul,Fundamental,False,482,2024-05-11,True
2201,35,2147.07,Zona Oeste,Superior,False,535,2024-08-19,True
2202,27,1134.49,Zona Oeste,Superior,True,403,2024-01-13,True
2203,34,1814.22,Zona Norte,Superior,False,488,2024-11-03,True
2204,30,3446.58,Zona Leste,Médio,True,626,2024-01-02,True
2205,44,961.21,Zona Leste,Médio,True,478,2024-09-04,False
2206,37,2352.47,Zona Norte,Superior,False,642,2024-07-25,True
2207,44,1782.41,Zona Leste,Médio,False,509,2024-07-17,True
2208,35,3633.17,Zona Oeste,Fundamental,True,539,2024-12-03,True
2209,28,2634.99,Zona Norte,Superior,True,495,2024-07-21,False
2210,36,4428.68,Zona Leste,Superior,False,535,2024-11-26,False
2211,34,2006.36,Zona Leste,Superior,True,451,2024-11-17,True
2212,37,4765.76,Zona Norte,Superior,False,520,2024-12-10,True
2213,45,1373.42,Zona Sul,Fundamental,False,610,2024-12-06,True
2214,30,2095.08,Zona Sul,Fundamental,False,514,2024-01-08,False
2215,26,2025.12,Zona Leste,Técnico,False,509,2024-09-27,True
2216,27,2281.84,Zona Sul,Médio,False,629,2024-01-11,True
2217,49,3208.29,Zona Sul,Fundamental,True,508,2024-05-01,True
2218,46,1606.58,Zona Oeste,Médio,False,525,2024-10-07,True
2219,53,2025.23,Zona Leste,Fundamental,False,457,2024-08-03,False
2220,36,1653.11,Zona Oeste,Médio,True,434,2024-08-24,True
2221,33,2145.98,Zona Sul,Técnico,False,573,2024-07-10,True
2222,52,2364.03,Zona Oeste,Fundamental,False,449,2024-02-16,True
2223,38,2262.17,Grande ABC,Superior,False,476,2024-01-07,False
2224,28,1173.79,Zona Norte,Médio,True,503,2024-02-18,False
2225,33,2507.12,Zona Sul,Médio,True,514,2024-12-29,False
2226,44,1966.24,Zona Norte,Médio,False,598,2024-09-16,True
2227,40,5450.41,Zona Leste,Médio,False,428,2024-06-01,False
2228,38,3303.99,Zona Leste,Fundamental,False,553,2024-09-20,False
2229,52,2680.18,Zona Oeste,Médio,False,534,2024-10-09,True
2230,42,1065.4,Zona Norte,Fundamental,False,478,2024-10-19,False
2231,53,2595.7,Zona Sul,Técnico,True,530,2024-02-05,False
2232,37,3899.8,Zona Sul,Fundamental,True,549,2024-12-21,False
2233,29,3553.36,Zona Leste,Médio,False,316,2024-01-17,True
2234,41,1315.41,Zona Leste,Superior,True,704,2024-01-01,False
2235,54,1971.15,Grande ABC,Técnico,False,469,2024-07-21,True
2236,51,2320.44,Zona Leste,Médio,False,452,2024-09-01,True
2237,42,3079.65,Zona Norte,Superior,False,478,2024-11-02,False
2238,52,1647.98,Grande ABC,Médio,True,531,2024-07-08,False
2239,30,1421.21,Zona Norte,Fundamental,True,484,2024-09-24,False
2240,27,2232.56,Zona Sul,Fundamental,False,487,2024-12-27,True
2241,27,1298.42,Zona Sul,Fundamental,False,533,2024-10-28,True
2242,31,1707.12,Zona Leste,Médio,False,482,2024-06-04,False
2243,40,6677.9,Grande ABC,Fundamental,False,576,2024-10-29,False
2244,38,1757.42,Zona Norte,Médio,True,403,2024-07-12,True
2245,33,2103.55,Zona Sul,Médio,True,623,2024-05-22,False
2246,38,2132.35,Grande ABC,Fundamental,False,537,2024-11-04,True
2247,33,2183.69,Zona Sul,Médio,True,525,2024-09-07,True
2248,41,6837.87,Zona Oeste,Fundamental,False,697,2024-02-26,True
2249,33,2715.5,Zona Leste,Médio,False,587,2024-07-22,True
2250,31,1534.55,Baixada,Fundamental,False,419,2024-09-01,False
2251,47,846.57,Zona Oeste,Médio,True,540,2024-03-31,False
2252,51,2698.66,Zona Leste,Superior,False,364,2024-03-01,True
2253,28,1826.45,Zona Oeste,Fundamental,False,629,2024-10-27,False
2254,45,3964.88,Zona Sul,Médio,True,428,2024-11-07,False
2255,37,800.0,Zona Leste,Médio,False,617,2024-12-18,True
2256,41,3116.29,Zona Norte,Fundamental,False,513,2024-10-27,True
2257,27,3433.83,Zona Leste,Fundamental,False,705,2024-04-22,False
2258,39,2788.41,Zona Sul,Fundamental,False,633,2024-10-19,False
2259,37,5898.81,Baixada,Médio,False,571,2024-06-08,False
2260,48,4868.13,Zona Leste,Médio,False,541,2024-03-14,True
2261,38,5495.53,Zona Oeste,Superior,True,485,2024-09-20,True
2262,29,1263.39,Zona Leste,Fundamental,True,454,2024-07-30,True
2263,46,3969.02,Zona Sul,Médio,True,459,2024-03-29,True
2264,42,1441.17,Zona Oeste,Médio,True,556,2024-05-25,True
2265,40,1268.36,Zona Oeste,Médio,True,564,2024-06-21,True
2266,53,3000.61,Zona Oeste,Médio,True,461,2024-05-03,False
2267,54,1679.07,Baixada,Fundamental,True,663,2024-06-27,True
2268,31,6611.22,Grande ABC,Técnico,True,517,2024-04-02,False
2269,41,3844.38,Zona Sul,Fundamental,True,508,2024-10-22,False
2270,27,3896.35,Grande ABC,Médio,False,636,2024-08-03,False
2271,29,3995.66,Grande ABC,Superior,False,504,2024-10-10,True
2272,37,3669.38,Zona Oeste,Fundamental,True,545,2024-05-29,True
2273,30,4323.84,Zona Sul,Fundamental,False,420,2024-12-10,True
2274,25,1131.49,Zona Leste,Médio,False,486,2024-09-30,True
2275,44,2967.12,Zona Leste,Técnico,False,560,2024-05-09,True
2276,42,4784.91,Zona Sul,Médio,False,411,2024-04-21,False
2277,36,3258.82,Zona Leste,Médio,False,513,2024-12-10,True
2278,47,2318.59,Zona Norte,Superior,True,415,2024-05-11,True
2279,44,4124.02,Zona Leste,Superior,False,515,2024-07-05,False
2280,41,3191.03,Zona Norte,Fundamental,False,563,2024-11-09,True
2281,50,1916.12,Zona Norte,Superior,False,531,2024-12-19,False
2282,40,3724.53,Grande ABC,Médio,False,493,2024-04-29,False
2283,35,1691.72,Zona Oeste,Médio,True,635,2024-05-23,True
2284,50,3615.44,Zona Norte,Médio,False,524,2024-10-31,True
2285,39,3931.37,Zona Sul,Médio,False,472,2024-06-02,False
2286,43,2770.09,Zona Leste,Fundamental,False,715,2024-11-06,True
2287,39,3008.32,Zona Leste,Fundamental,True,701,2024-10-28,True
2288,43,7864.53,Zona Leste,Médio,False,490,2024-02-08,True
2289,42,3260.59,Zona Oeste,Médio,False,591,2024-09-06,False
2290,40,3247.63,Zona Leste,Médio,False,544,2024-04-11,False
2291,45,1482.21,Zona Sul,Fundamental,False,531,2024-09-21,True
2292,37,2678.72,Zona Leste,Técnico,True,690,2024-12-03,False
2293,41,3531.97,Zona Norte,Fundamental,False,538,2024-06-21,False
2294,37,2206.98,Grande ABC,Médio,False,468,2024-10-02,False
2295,50,1396.75,Zona Leste,Médio,False,459,2024-03-18,True
2296,30,2955.83,Zona Norte,Médio,False,533,2024-03-03,False
2297,30,2651.81,Zona Norte,Técnico,False,526,2024-10-03,True
2298,31,2034.28,Zona Oeste,Fundamental,False,570,2024-10-03,True
2299,33,1817.02,Zona Leste,Médio,False,589,2024-04-12,True
2300,26,1696.34,Zona Norte,Superior,False,433,2024-09-25,False
2301,48,2829.66,Zona Sul,Médio,False,546,2024-04-04,True
2302,43,4817.5,Zona Norte,Superior,False,482,2024-08-13,True
2303,39,1612.41,Zona Leste,Superior,True,503,2024-12-25,False
2304,48,5072.78,Zona Leste,Fundamental,False,507,2024-07-28,True
2305,39,2144.73,Zona Leste,Técnico,True,303,2024-01-23,True
2306,31,5631.63,Zona Sul,Médio,True,480,2024-05-15,False
2307,29,1754.54,Zona Leste,Superior,False,527,2024-03-24,True
2308,50,1386.23,Zona Leste,Fundamental,False,441,2024-01-10,True
2309,49,1710.38,Zona Leste,Fundamental,True,436,2024-01-20,True
2310,46,3290.75,Zona Norte,Fundamental,False,583,2024-05-13,False
2311,36,1661.07,Zona Sul,Superior,False,591,2024-01-27,True
2312,34,1824.63,Zona Oeste,Médio,True,450,2024-12-03,True
2313,30,1228.84,Zona Leste,Fundamental,False,515,2024-01-19,True
2314,27,1705.22,Grande ABC,Médio,False,534,2024-09-30,True
2315,47,3209.82,Zona Leste,Médio,False,528,2024-08-03,True
2316,34,2584.92,Zona Norte,Médio,False,633,2024-08-08,True
2317,41,5609.49,Zona Norte,Médio,True,705,2024-06-09,False
2318,34,3556.64,Grande ABC,Fundamental,False,490,2024-02-23,False
2319,42,1915.25,Zona Leste,Técnico,False,651,2024-02-21,True
2320,42,6972.62,Zona Leste,Fundamental,False,579,2024-06-10,False
2321,42,1890.51,Zona Sul,Médio,True,420,2024-09-03,True
2322,36,1976.52,Zona Sul,Superior,False,515,2024-08-23,True
2323,36,2660.55,Zona Oeste,Médio,True,406,2024-11-11,False
2324,43,1580.69,Zona Leste,Médio,True,448,2024-11-27,True
2325,36,2095.38,Zona Oeste,Médio,True,632,2024-03-20,True
2326,42,1887.05,Zona Oeste,Médio,True,455,2024-11-16,True
2327,44,2109.09,Zona Leste,Médio,True,642,2024-10-23,False
2328,26,3613.25,Grande ABC,Médio,False,431,2024-01-27,True
2329,41,6227.21,Grande ABC,Médio,True,562,2024-05-17,False
2330,27,3550.66,Zona Leste,Fundamental,True,522,2024-03-19,True
2331,28,3237.64,Baixada,Fundamental,True,522,2024-07-23,True
2332,44,1989.87,Grande ABC,Fundamental,True,634,2024-06-27,True
2333,53,1405.83,Zona Norte,Médio,False,588,2024-06-02,True
2334,35,3731.36,Grande ABC,Médio,False,586,2024-08-14,False
2335,26,1871.36,Zona Sul,Fundamental,False,588,2024-05-29,False
2336,50,3727.53,Zona Leste,Médio,True,586,2024-05-17,True
2337,46,3348.19,Zona Sul,Médio,False,431,2024-10-13,False
2338,25,1425.9,Zona Sul,Fundamental,True,550,2024-06-25,False
2339,52,2066.7,Zona Norte,Médio,True,614,2024-12-23,True
2340,33,3527.31,Zona Oeste,Fundamental,False,454,2024-01-04,True
2341,41,2890.76,Grande ABC,Médio,False,437,2024-04-04,True
2342,26,2154.46,Zona Leste,Fundamental,True,459,2024-04-11,True
2343,38,2396.9,Zona Leste,Fundamental,True,598,2024-03-12,True
2344,34,2595.12,Zona Oeste,Médio,False,487,2024-10-28,False
2345,25,3980.84,Zona Sul,Fundamental,True,638,2024-10-07,True
2346,28,2791.88,Zona Norte,Superior,True,488,2024-09-02,True
2347,32,2815.29,Zona Norte,Fundamental,True,517,2024-03-18,True
2348,29,2692.27,Zona Norte,Médio,True,569,2024-08-03,True
2349,53,2489.38,Zona Oeste,Fundamental,False,435,2024-06-05,True
2350,45,1930.1,Zona Sul,Fundamental,False,456,2024-08-07,False
2351,53,1613.68,Baixada,Médio,False,674,2024-11-05,False
2352,50,2237.4,Zona Norte,Médio,False,573,2024-03-26,True
2353,43,2857.48,Zona Leste,Médio,True,543,2024-01-09,False
2354,52,4573.53,Zona Sul,Médio,True,537,2024-10-02,True
2355,25,4691.13,Zona Norte,Superior,True,550,2024-10-24,True
2356,37,1067.75,Zona Norte,Médio,False,551,2024-01-03,True
2357,43,3668.3,Zona Sul,Superior,True,414,2024-08-21,True
2358,51,2876.84,Baixada,Fundamental,True,509,2024-01-26,True
2359,46,1133.77,Zona Sul,Médio,False,462,2024-06-01,False
2360,41,1952.36,Zona Oeste,Fundamental,False,421,2024-03-20,True
2361,30,2501.61,Zona Oeste,Técnico,False,522,2024-11-02,False
2362,49,1092.56,Zona Oeste,Fundamental,True,561,2024-01-10,True
2363,29,5263.92,Zona Leste,Fundamental,True,531,2024-07-20,True
2364,54,2861.19,Zona Norte,Técnico,False,554,2024-06-05,True
2365,37,3179.62,Zona Leste,Médio,False,527,2024-09-05,True
2366,37,2269.88,Grande ABC,Médio,False,358,2024-05-05,True
2367,42,2259.44,Zona Oeste,Superior,False,565,2024-06-14,True
2368,54,4237.93,Zona Oeste,Médio,False,544,2024-06-05,True
2369,31,4331.39,Zona Leste,Superior,True,464,2024-05-04,True
2370,34,800.0,Zona Sul,Médio,False,524,2024-12-13,False
2371,54,6881.57,Zona Leste,Técnico,False,504,2024-07-21,True
2372,40,1894.77,Zona Norte,Fundamental,True,462,2024-12-19,False
2373,41,1552.19,Zona Norte,Fundamental,False,442,2024-03-28,True
2374,41,2012.07,Zona Leste,Técnico,False,532,2024-10-30,True
2375,39,2823.5,Baixada,Fundamental,False,494,2024-07-23,True
2376,31,1959.4,Grande ABC,Fundamental,True,520,2024-09-12,False
2377,34,1983.02,Grande ABC,Superior,False,579,2024-08-08,True
2378,50,3093.55,Zona Norte,Superior,False,570,2024-06-02,True
2379,52,3602.14,Grande ABC,Médio,True,545,2024-11-30,True
2380,32,2800.28,Zona Oeste,Superior,False,490,2024-07-04,False
2381,50,5188.82,Zona Leste,Fundamental,True,392,2024-03-15,True
2382,36,4612.02,Grande ABC,Médio,False,559,2024-07-31,False
2383,27,1856.45,Zona Norte,Superior,True,575,2024-08-06,True
2384,50,2100.69,Zona Norte,Fundamental,False,509,2024-09-12,True
2385,54,2142.39,Zona Leste,Fundamental,False,672,2024-02-28,False
2386,51,1712.35,Grande ABC,Médio,True,500,2024-03-26,True
2387,25,4240.03,Zona Sul,Fundamental,False,691,2024-06-20,False
2388,33,1366.76,Zona Norte,Médio,True,524,2024-01-12,True
2389,26,3841.63,Zona Norte,Fundamental,False,473,2024-11-01,True
2390,46,2837.39,Zona Oeste,Fundamental,False,334,2024-06-11,True
2391,37,2939.92,Grande ABC,Fundamental,True,424,2024-06-28,True
2392,31,1911.58,Zona Leste,Técnico,True,475,2024-02-10,True
2393,25,1723.59,Zona Norte,Técnico,False,605,2024-05-25,True
2394,54,5584.24,Zona Oeste,Médio,True,443,2024-09-02,False
2395,27,1889.83,Zona Norte,Médio,False,488,2024-01-26,False
2396,26,2160.17,Zona Leste,Superior,True,621,2024-12-26,False
2397,37,1458.36,Zona Leste,Médio,False,533,2024-03-24,False
